City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,tadine,-21.55,167.8833,79.34,72,98,11.88,NC,1733523274
362,mikun',62.3547,50.0771,11.39,95,95,5.64,RU,1733523275
363,ibb,13.9667,44.1833,57.9,51,0,3.0,YE,1733523277
364,usinsk,65.9939,57.5281,16.41,96,100,11.54,RU,1733523278
365,azna,33.6095,48.9307,41.7,57,22,2.21,IR,1733523279
366,preobrazheniye,42.9019,133.9064,15.87,47,43,9.17,RU,1733523280
367,brookings,44.3114,-96.7984,37.4,56,0,4.61,US,1733523281
368,timbuktu,16.7735,-3.0074,69.31,16,91,10.78,ML,1733523283
369,port shepstone,-30.7414,30.455,70.27,81,27,5.84,ZA,1733523284
370,toliara,-23.35,43.6667,78.49,72,0,1.45,MG,1733523285
371,beira,-19.8436,34.8389,79.39,89,4,9.17,MZ,1733523286
372,namibe,-15.1961,12.1522,72.7,78,89,8.1,AO,1733523288
373,south boston,42.3334,-71.0495,30.74,39,40,17.27,US,1733523289
374,hermansverk,61.1846,6.8502,36.05,93,75,2.3,NO,1733523290
375,caleta de carquin,-11.0925,-77.6267,70.21,80,19,10.27,PE,1733523291
376,an nuhud,12.7,28.4333,70.5,24,3,12.28,SD,1733523293
377,floro,61.5996,5.0328,40.96,87,75,12.66,NO,1733523294
378,itambacuri,-18.0311,-41.685,70.21,79,5,3.78,BR,1733523295
379,vorkuta,67.5,64.0,-5.6,100,99,4.54,RU,1733523296
380,lerwick,60.1545,-1.1494,44.38,73,100,11.14,GB,1733523297
381,guerrero negro,27.9769,-114.0611,68.22,55,0,11.68,MX,1733523299
382,miles city,46.4083,-105.8406,54.57,30,0,9.22,US,1733523255
383,ribeira grande,38.5167,-28.7,63.77,95,100,4.0,PT,1733523301
384,petropavlovsk-kamchatsky,53.0452,158.6483,9.19,72,0,8.95,RU,1733523302
385,milton-freewater,45.9326,-118.3877,41.7,96,100,0.0,US,1733523303
386,egilsstadir,65.2653,-14.3948,21.78,92,98,9.31,IS,1733523305
387,nadym,65.5333,72.5167,2.53,99,64,10.2,RU,1733523306
388,mopti,14.6667,-4.0,73.09,15,89,9.01,ML,1733523307
389,sisimiut,66.9395,-53.6735,6.91,77,40,12.41,GL,1733523308
390,kiunga,-6.1219,141.2906,76.03,99,100,1.16,PG,1733523309
391,constantia,44.1833,28.65,47.08,90,100,11.95,RO,1733523311
392,haiku-pauwela,20.9219,-156.3051,81.21,64,3,25.01,US,1733523312
393,el gouna,27.3942,33.6782,65.05,57,100,6.22,EG,1733523313
394,nemuro,43.3236,145.575,27.77,55,39,25.03,JP,1733523315
395,saint-philippe,-21.3585,55.7679,74.82,75,43,11.36,RE,1733523317
396,whitehorse,60.7161,-135.0538,37.02,89,67,8.57,CA,1733523318
397,igarka,67.4667,86.5833,-8.19,100,88,5.19,RU,1733523320
398,saipan,15.1355,145.701,84.9,86,20,14.97,MP,1733523321
399,bamboo flat,11.7,92.7167,75.29,94,40,2.3,IN,1733523322
400,san antonio de pale,-1.4014,5.6325,79.57,83,32,7.63,GQ,1733523323
401,nahiyat ash shinafiyah,31.5874,44.6602,58.48,37,72,6.46,IQ,1733523326
402,kapit,2.0167,112.9333,71.53,100,75,1.63,MY,1733523327
403,colonia,50.9333,6.95,43.45,85,20,8.05,DE,1733523328
404,domoni,-12.2569,44.5319,79.18,84,15,6.15,KM,1733523329
405,sarangani,5.4033,125.4636,83.21,78,92,13.4,PH,1733523331
406,simsbury center,41.8809,-72.8112,29.91,55,75,8.05,US,1733523332
407,vadso,70.0744,29.7487,32.16,80,75,18.41,NO,1733523333
408,menongue,-14.6585,17.691,69.19,48,76,3.06,AO,1733523334
409,ngama,11.7833,17.1667,71.56,20,19,10.0,TD,1733523336
410,little river,33.8732,-78.6142,39.96,48,0,4.61,US,1733523337
411,yreka,41.7354,-122.6345,50.18,57,0,0.0,US,1733523169
412,taroa,8.7058,171.2275,82.2,84,98,24.34,MH,1733523339
413,neryungri,56.6709,124.6491,-0.85,99,100,1.41,RU,1733523340
414,sao joaquim,-28.2939,-49.9317,64.76,96,84,3.6,BR,1733523342
415,eyl,7.9803,49.8164,77.61,67,0,17.49,SO,1733523343
416,hadibu,12.65,54.0333,77.99,78,78,16.51,YE,1733523344
417,mil'kovo,55.6078,37.7956,24.94,65,100,12.3,RU,1733523347
418,sheopur,25.6667,76.7,59.04,40,3,2.59,IN,1733523348
419,monywa,22.1167,95.1333,65.3,82,0,5.91,MM,1733523349
420,howard springs,-12.497,131.047,78.87,97,100,5.28,AU,1733523353
421,gilgit,35.9221,74.3087,24.73,43,97,5.32,PK,1733523354
422,kristiansund,63.1115,7.732,43.45,65,40,5.75,NO,1733523356
423,sann,26.0418,68.1378,66.02,32,2,4.99,PK,1733523357
424,filadelfia,39.9523,-75.1638,34.05,42,20,10.36,US,1733523130
425,berdigestyakh,62.0989,126.6992,1.58,98,99,4.05,RU,1733523359
426,sao vicente,-23.9631,-46.3919,85.95,26,51,3.0,BR,1733523360
427,naracoorte,-36.9579,140.7383,69.57,81,33,8.1,AU,1733523362
428,altay,47.8667,88.1167,10.8,67,51,7.02,CN,1733523363
429,najran,17.4924,44.1277,55.27,29,0,0.72,SA,1733523364
430,aoulef,26.9667,1.0833,59.22,18,0,6.58,DZ,1733523365
431,laurel,39.0993,-76.8483,34.03,51,40,8.05,US,1733523154
432,el calafate,-50.3408,-72.2768,56.84,43,0,15.9,AR,1733523368
433,road town,18.4167,-64.6167,80.64,78,40,5.75,VG,1733523369
434,miquelon,47.0975,-56.3814,37.96,71,83,32.95,PM,1733523370
435,priozersk,61.0393,30.1291,29.08,100,100,6.71,RU,1733523371
436,yulin,22.6333,110.15,59.72,68,71,3.58,CN,1733523373
437,kyabe,9.4515,18.9449,79.14,25,50,4.21,TD,1733523374
438,pechora,65.1472,57.2244,12.83,96,100,6.82,RU,1733523375
439,bodo,67.28,14.405,39.24,65,75,19.57,NO,1733523376
440,junin,-34.5838,-60.9433,75.76,32,0,10.38,AR,1733523378
441,ayr,55.4627,-4.6339,46.38,81,40,17.27,GB,1733523379
442,coondapoor,13.6333,74.7,75.07,94,53,1.83,IN,1733523380
443,yeppoon,-23.1333,150.7333,77.58,66,100,9.69,AU,1733523381
444,maceio,-9.6658,-35.7353,78.24,78,20,10.36,BR,1733523123
445,sinabang,2.4803,96.3801,77.81,87,100,3.89,ID,1733523384
446,dolores,-36.3132,-57.6792,70.36,53,49,15.73,AR,1733523385
447,alesund,62.4723,6.1549,43.32,70,75,11.5,NO,1733523386
448,idri,27.5,13.2667,51.51,46,54,12.82,LY,1733523387
449,chesma,53.8111,60.6533,10.76,85,43,7.07,RU,1733523388
450,bukene,-4.2333,32.8833,63.81,93,67,3.2,TZ,1733523390
451,waingapu,-9.6567,120.2641,79.57,85,100,7.11,ID,1733523391
452,ola,59.5833,151.2833,23.09,87,100,10.6,RU,1733523392
453,yerofey pavlovich,53.9667,121.9667,1.27,92,100,3.2,RU,1733523393
454,tornio,65.8481,24.1466,33.82,88,100,19.1,FI,1733523395
455,abu tij,27.0441,31.319,61.39,50,100,3.18,EG,1733523396
456,remire-montjoly,4.9167,-52.2667,80.64,78,40,3.44,GF,1733523397
457,ixtapa,20.7,-105.2,80.22,65,75,6.91,MX,1733523398
458,howrah,22.5892,88.3103,62.6,88,0,0.0,IN,1733523399
459,francistown,-21.17,27.5079,84.79,23,83,1.72,BW,1733523401
460,kolokani,13.5728,-8.0339,69.48,19,100,8.99,ML,1733523402
461,dhidhdhoo,6.8833,73.1,80.24,72,92,4.29,MV,1733523403
462,deuchendorf,47.4649,15.3196,30.29,99,100,2.93,AT,1733523404
463,sorong,-0.8833,131.25,79.34,81,100,4.23,ID,1733523406
464,kasungu,-13.0333,33.4833,67.32,84,51,5.01,MW,1733523407
465,veinticinco de mayo,-35.4323,-60.1727,75.97,40,0,5.99,AR,1733523408
466,stonehaven,56.9637,-2.2118,39.72,99,100,22.08,GB,1733523409
467,vengerovo,55.6848,76.7471,13.93,97,99,4.92,RU,1733523410
468,sarkisla,39.3519,36.4098,28.94,97,100,4.92,TR,1733523412
469,alice springs,-23.7,133.8833,78.35,83,89,4.61,AU,1733523413
470,trat,12.5,102.5,74.79,79,92,5.08,TH,1733523414
471,huancabamba,-5.2386,-79.4506,61.84,90,100,6.33,PE,1733523415
472,lucapa,-8.4192,20.7447,64.62,98,20,4.07,AO,1733523416
473,bukama,-9.2,25.85,70.27,93,98,2.93,CD,1733523418
474,antsiranana,-12.2787,49.2917,76.3,79,32,10.51,MG,1733523419
475,mckinleyville,40.9465,-124.1006,56.84,78,0,0.0,US,1733523420
476,tabas,33.5959,56.9244,48.42,26,0,7.2,IR,1733523421
477,taoudenni,22.6783,-3.9836,65.59,16,89,15.73,ML,1733523423
478,port saint john's,-31.6229,29.5448,68.95,82,24,6.51,ZA,1733523424
479,zakamensk,50.3741,103.2863,5.34,96,6,2.98,RU,1733523425
480,kafue,-15.7691,28.1814,78.62,32,36,3.38,ZM,1733523426
481,lieksa,63.3167,30.0167,28.36,88,100,11.16,FI,1733523427
482,datong,40.0936,113.2914,14.59,55,75,14.36,CN,1733523429
483,korla,41.7597,86.1469,26.56,75,98,0.74,CN,1733523430
484,palu,-0.8917,119.8707,75.11,96,100,1.57,ID,1733523431
485,yuzhno-kurilsk,44.0306,145.8556,27.16,61,91,28.45,RU,1733523432
486,tofol,5.3248,163.0078,78.58,94,100,5.75,FM,1733523433
487,rio grande city,26.3798,-98.8203,61.0,83,100,12.59,US,1733523435
488,sitka,57.0531,-135.33,44.49,81,75,5.75,US,1733523436
489,weno,7.4515,151.8468,85.95,79,100,9.22,FM,1733523437
490,utena,55.5,25.6,28.8,84,97,11.86,LT,1733523438
491,port macquarie,-31.4333,152.9167,80.08,77,52,8.01,AU,1733523440
492,altamira,-3.2033,-52.2064,74.64,95,82,3.11,BR,1733523366
493,caribou,46.8606,-68.012,18.03,65,0,10.0,US,1733523442
494,nynashamn,58.9034,17.9479,38.08,77,99,16.37,SE,1733523443
495,dwarka,22.2394,68.9678,75.65,58,40,9.66,IN,1733523444
496,tshela,-4.9833,12.9333,72.95,98,64,1.43,CD,1733523446
497,sassandra,4.95,-6.0833,78.89,85,4,5.03,CI,1733523447
498,barreiras,-12.1528,-44.99,76.21,66,36,4.05,BR,1733523361
499,ierapetra,35.01,25.7353,58.14,81,35,1.01,GR,1733523449
500,iwakuni,34.15,132.1833,44.08,70,20,8.05,JP,1733523451
501,mont-dore,-22.2833,166.5833,84.0,99,100,8.95,NC,1733523452
502,puerto colombia,10.9878,-74.9547,84.29,70,48,15.86,CO,1733523453
503,nakamura,32.9833,132.9333,45.99,77,100,3.74,JP,1733523454
504,mejit,10.2753,170.8646,81.77,83,63,24.32,MH,1733523457
505,kilindoni,-7.9139,39.6668,81.5,78,10,13.6,TZ,1733523458
506,aral,40.5156,81.2636,25.59,75,10,3.42,CN,1733523459
507,bam,29.106,58.357,50.81,20,21,5.44,IR,1733523460
508,puerto aysen,-45.4,-72.7,55.62,86,42,1.66,CL,1733523462
509,ratnagiri,16.9833,73.3,80.11,79,64,4.14,IN,1733523463
510,lagunas,-5.2269,-75.6753,87.28,56,49,5.32,PE,1733523464
511,porbandar,21.6422,69.6093,71.71,60,35,6.02,IN,1733523465
512,midvagur,62.0511,-7.1939,36.43,87,75,0.0,FO,1733523468
513,kone,-21.0595,164.8658,85.26,54,99,0.78,NC,1733523469
514,bar,49.0772,27.6826,33.71,98,100,7.63,UA,1733523470
515,tarime,-1.35,34.3667,62.76,92,88,2.06,TZ,1733523471
516,oamaru,-45.0784,170.9801,63.37,84,10,7.85,NZ,1733523473
517,teknaf,20.8624,92.3058,63.23,58,1,9.35,BD,1733523474
518,galle,6.0367,80.217,77.5,86,100,0.51,LK,1733523476
519,aleppo,36.25,37.5,50.74,60,100,9.35,SY,1733523478
520,chipinge,-20.1883,32.6236,68.25,79,5,7.29,ZW,1733523479
521,ohara,35.25,140.3833,49.03,64,29,10.0,JP,1733523480
522,eraan,9.0629,117.7016,77.94,88,99,1.92,PH,1733523481
523,hobyo,5.3505,48.5268,79.18,79,6,19.44,SO,1733523483
524,rikaze,29.25,88.8833,28.15,37,0,2.95,CN,1733523484
525,jaisinghnagar,23.7,81.3833,53.73,46,4,1.83,IN,1733523486
526,lodja,-3.4833,23.4333,68.25,99,93,1.03,CD,1733523488
527,al kharijah,25.4514,30.5464,59.88,47,100,6.06,EG,1733523489
528,ardmore,34.1743,-97.1436,53.26,34,0,4.61,US,1733523490
529,sonoita,31.85,-112.8333,76.48,23,0,6.49,MX,1733523491
530,kajiado,-1.8524,36.7768,60.49,83,34,12.88,KE,1733523492
531,ust'-kulom,61.6864,53.6902,12.4,94,100,5.66,RU,1733523494
532,hilo,19.7297,-155.09,82.13,62,0,10.36,US,1733523495
533,shahr-e babak,30.1165,55.1186,40.57,36,5,0.27,IR,1733523496
534,turpan,42.9333,89.1667,30.0,78,1,2.53,CN,1733523497
535,guarapari,-20.6667,-40.4975,75.56,84,10,14.81,BR,1733523498
536,cannonvale,-20.2833,148.7,79.99,69,5,14.0,AU,1733523500
537,cotonou,6.3654,2.4183,81.36,79,94,8.12,BJ,1733523501
538,tindouf,27.6711,-8.1474,60.46,25,96,7.16,DZ,1733523502
539,kushiro,42.975,144.3747,27.18,67,4,22.73,JP,1733523503
540,souillac,-20.5167,57.5167,75.58,83,40,9.22,MU,1733523505
541,vila velha,-20.3297,-40.2925,78.75,85,0,18.41,BR,1733523329
542,ilhabela,-23.7781,-45.3581,78.64,81,37,4.0,BR,1733523507
543,kenai,60.5544,-151.2583,36.14,100,20,10.36,US,1733523293
544,askiz,53.1319,90.5264,21.83,92,100,3.09,RU,1733523509
545,pestovo,58.5938,35.8024,19.94,88,100,7.9,RU,1733523511
546,suklayin,15.7574,121.5503,75.61,94,90,2.42,PH,1733523512
547,canakkale,40.0833,26.8333,49.19,88,100,3.06,TR,1733523513
548,soavinandriana,-19.1667,46.7333,60.6,83,5,3.58,MG,1733523514
549,moyynkum,44.2914,72.9469,29.97,73,7,3.85,KZ,1733523515
550,muroto-misakicho,33.2833,134.15,53.37,64,54,15.32,JP,1733523517
551,rosarito,32.3333,-117.0333,72.52,49,0,10.22,MX,1733523518
552,nieuw nickerie,5.95,-56.9833,79.09,75,80,11.81,SR,1733523519
553,rybinsk,58.0446,38.8426,17.67,86,84,9.53,RU,1733523520
554,at taraf,25.3628,49.725,64.94,89,2,6.96,SA,1733523521
555,barra de santo antonio,-9.4047,-35.5072,77.63,79,75,8.23,BR,1733523523
556,nagqu,31.5,92.0,12.92,17,0,2.64,CN,1733523524
557,puerto lempira,15.2667,-83.7667,78.01,89,100,13.47,HN,1733523525
558,lamar,33.6668,-95.5836,46.89,42,0,6.91,US,1733523526
559,manismata,-2.4667,111.0333,75.42,93,100,1.92,ID,1733523527
560,yarega,63.4354,53.5765,9.91,93,100,7.4,RU,1733523530
561,horta,38.5333,-28.6333,63.01,95,99,4.0,PT,1733523531
562,ceerigaabo,10.6162,47.368,57.36,30,5,7.58,SO,1733523532
563,amarpatan,24.3167,80.9833,55.74,44,3,2.08,IN,1733523534
564,senanga,-16.1167,23.2667,82.11,28,79,2.84,ZM,1733523535
565,pemalang,-6.9,109.3667,77.88,86,100,1.7,ID,1733523536
566,chilliwack,49.1747,-121.9443,50.54,81,100,2.3,CA,1733523537
567,carolina beach,34.0352,-77.8936,39.27,43,0,10.31,US,1733523538
568,pachino,36.7186,15.0907,58.42,77,88,7.25,IT,1733523540
569,san rafael del sur,11.8485,-86.4384,81.82,72,0,12.44,NI,1733523541
570,falam,22.9167,93.6833,48.88,73,1,1.34,MM,1733523542
571,papao,-17.75,-149.55,89.28,75,100,20.29,PF,1733523543
572,sale,34.0389,-6.8166,48.88,100,40,0.0,MA,1733523545
573,chambas,22.1928,-78.9136,70.93,76,84,8.28,CU,1733523546
574,rakops,-21.0167,24.3333,88.41,19,26,6.89,BW,1733523547
575,sant antoni de portmany,38.9807,1.3036,53.58,87,0,1.14,ES,1733523548
576,yeed,4.55,43.0333,81.12,36,27,5.61,SO,1733523549
577,tirur,10.9,75.9167,76.19,91,93,3.67,IN,1733523551
578,ciudad madero,22.2667,-97.8333,73.06,88,100,11.5,MX,1733523552
579,taulaga,-11.0553,-171.0883,82.8,79,79,13.87,AS,1733523553
580,sabang,5.8933,95.3214,80.13,79,100,7.7,ID,1733523554
581,fort mcmurray,56.7268,-111.381,40.57,90,100,7.7,CA,1733523313
582,lompoc,34.6391,-120.4579,72.93,56,0,10.36,US,1733523557
583,antonio enes,-16.2325,39.9086,79.48,82,100,9.04,MZ,1733523558
584,magadan,59.5667,150.8,23.67,90,100,11.21,RU,1733523354
585,axum,14.1245,38.7244,54.07,59,0,8.21,ET,1733523560
586,concepcion,-36.827,-73.0498,64.2,52,20,17.27,CL,1733523561
587,kailua-kona,19.6406,-155.9956,82.36,68,0,12.66,US,1733523563
588,ambovombe,-25.1667,46.0833,75.88,67,13,2.82,MG,1733523564
589,saint-francois,46.4154,3.9054,38.68,94,0,6.91,FR,1733523565
590,kununurra,-15.7667,128.7333,78.78,94,100,4.61,AU,1733523568
591,greymouth,-42.4667,171.2,61.74,74,100,6.98,NZ,1733523569
592,huai'an,33.5886,119.0192,40.41,56,13,5.99,CN,1733523570
593,maragogi,-9.0122,-35.2225,77.4,75,63,6.96,BR,1733523571
